0,1
0,1
60,0
81,0
81,0
91,0
43,0
49,0
63,0
0,1
35,0
0,1
37,0
58,0
90,0
76,0
0,1
78,0
37,0
0,1
83,0
0,1
0,1
32,0
28,0
65,0
88,0
54,0
88,0
59,0
31,0
97,0
68,0
87,0
79,0
49,0
78,0
0,1
93,0
42,0
31,0
29,0
54,0
63,0
82,0
44,0
40,0
84,0
0,1
72,0
99,0
0,1
77,0
0,1
33,0
0,1
69,0
0,1
54,0
58,0
76,0
81,0
56,0
44,0
69,0
35,0
89,0
48,0
53,0
83,0
85,0
79,0
0,1
39,0
43,0
90,0
79,0
78,0
74,0
97,0
51,0
73,0
98,0
28,0
78,0
32,0
29,0
47,0
49,0
79,0
0,1
26,0
61,0
57,0
65,0
30,0
87,0
55,0
74,0
41,0
38,0
59,0
0,1
46,0
94,0
59,0
36,0
73,0
38,0
0,1
70,0
84,0
78,0
69,0
0,1
56,0
97,0
38,0
99,0
47,0
0,1
0,1
68,0
73,0
58,0
34,0
99,0
45,0
84,0
73,0
82,0
0,1
33,0
98,0
64,0
27,0
57,0
95,0
96,0
91,0
0,1
67,0
76,0
80,0
37,0
84,0
37,0
34,0
0,1
36,0
77,0
35,0
37,0
45,0
0,1
90,0
74,0
0,1
36,0
59,0
76,0
0,1
77,0
0,1
0,1
42,0
32,0
69,0
38,0
29,0
61,0
39,0
92,0
37,0
0,1
29,0
0,1
52,0
59,0
39,0
83,0
36,0
69,0
0,1
77,0
73,0
0,1
52,0
76,0
44,0
0,1
52,0
58,0
84,0
56,0
70,0
27,0
84,0
40,0
60,0
0,1
97,0
95,0
0,1
34,0
0,1
30,0
51,0
62,0
85,0
86,0
46,0
0,1
56,0
63,0
94,0
29,0
71,0
46,0
0,1
0,1
53,0
52,0
69,0
38,0
0,1
40,0
60,0
89,0
76,0
0,1
98,0
73,0
0,1
99,0
0,1
28,0
29,0
54,0
86,0
0,1
40,0
33,0
31,0
91,0
91,0
26,0
0,1
63,0
67,0
0,1
74,0
0,1
69,0
43,0
54,0
74,0
79,0
0,1
63,0
55,0
31,0
61,0
29,0
44,0
60,0
32,0
67,0
85,0
-1,-1
